cust_id,Customer_Acc,Stated_Occupation,Account_Type,Age,Account_Tenure_Months,Balance,Average_Balance
cust_47062980,acc_41311069818093,PILOT,Al-AWFAR,25,71,62174,50715
cust_23809932,acc_18152115268189,STEWARD/STEWARDESS,STDT,65,109,59260,51817
cust_46790479,acc_30333606212510,Professional Police Inspector & Det,TDT,84,85,3860,3213
cust_85610344,acc_49405740910825,DOCTOR VETERINAR,GIA,35,171,44992,39811
cust_29586567,acc_95112428664202,Religious Teachers,TDT,76,24,4060,2710
cust_95422842,acc_44047884013607,Ships Deck Officers and Pilots,IHSAN,18,202,632,548
cust_62947562,acc_79369589229883,SECRETARY,GIA,74,218,51438,44774
cust_64141600,acc_58642902295367,"OTHER COMMUNITY, SOCIAL & PERSONAL",GIA AWFAR,64,137,13932,12817
cust_92841138,acc_26452789338787,IT SPECIALIST,IHSAN,27,134,740,670
cust_13245385,acc_38866070705810,Extra-Territorial Organisations and,iGain,15,170,423,389
cust_36880418,acc_68787269652053,LAWYER/SOLICITOR,iGain,77,51,2451,1845
cust_47656003,acc_70556805521640,RECEPTIONIST,Al-AWFAR,31,181,39660,35701
cust_52954788,acc_49128377212814,SERVICE MANAGER,iGain,54,56,37717,28819
cust_52671940,acc_30578104239590,OTHERS,iGain,15,164,3369,3027
cust_23313200,acc_74971610156140,GENERAL WORKER,iGain,96,77,13538,10630
cust_30303358,acc_25198573745144,"Plant and Machine Operators, and Assemblers",iGain,59,181,2856,2618
cust_18571790,acc_94300272267861,"EDUCATION, HEALTH AND OTHERS",STDT,93,191,77214,70031
cust_61521213,acc_26911322113282,ACADEMICIANS,IHSAN,24,54,630,488
cust_41578183,acc_19658112654926,DOCTOR,TDT,28,150,65186,57348
cust_60919471,acc_54788293212884,Clerical Support Workers,STDT,64,122,25691,21955
cust_63074291,acc_56759463829872,Cooks,TDT,64,74,24838,21147
cust_73180196,acc_55737362330042,EXECUTIVE,TDT,81,143,3210,2742
cust_59233199,acc_49300074040495,Other Agriculture,GIA,93,239,10199,9328
cust_68315363,acc_99533340354664,Other Agriculture,Al-AWFAR,83,5,10557,4975
cust_62843509,acc_53765255140352,STEWARD/STEWARDESS,GIA,22,230,35117,32307
cust_68718975,acc_53015192266584,ENGINEER,IHSAN,37,207,19916,16990
cust_65497953,acc_47958945644310,Accountants,TDT,92,129,2200,1910
cust_38459273,acc_16014317923131,CLERK,TDT,59,148,2002,1809
cust_32165599,acc_63366096803465,Other service activities,TDT,88,92,7284,6229
cust_80868899,acc_30517099500086,LAWYER/SOLICITOR,TDT,60,35,7721,5018
cust_40843177,acc_67384808220614,Manufacture of Other Non-metallic,WAFIYAH,14,139,4665,4198
cust_59422994,acc_14575011575362,FIRE FIGHTER,STDT,52,197,159474,143110
cust_27727577,acc_98324839112770,"FORESTRY, LOGGING AND RELATED SERVI",TDT,84,59,51488,43414
cust_48827637,acc_52210457111140,SECTOR N.E.C,STDT,68,174,21735,19301
cust_57669731,acc_90707983443162,HOTELS AND RESTAURANTS,WAFIYAH,21,181,9148,8416
cust_66341123,acc_52800505590964,Financial and Investment Advisers,GIA,28,183,63204,54265
cust_57373899,acc_15429773671679,STUDENT,WAFIYAH,86,85,6337,5179
cust_42459160,acc_83999219148442,"Music, Arts and Performing Arts Teachers",iGain,98,97,23101,20432
cust_96559416,acc_68336535670042,CONSULTANT,WAFIYAH,77,103,4797,4322
cust_56146531,acc_80358134281655,Elementary Occupations,Al-AWFAR,18,206,6595,5734
cust_82747036,acc_48535287715798,"Sales, Marketing & Public Relations",GIA,65,217,93312,83924
cust_76303511,acc_67414306982198,"Music, Arts and Performing Arts Teachers",IHSAN,84,102,1260,1041
cust_60248547,acc_87060610341694,Professionals,WAFIYAH,67,233,70136,62681
cust_89776259,acc_66795889858469,Sales Workers Not Elsewhere Classif,WAFIYAH,63,139,6190,5654
cust_21544112,acc_41290627135231,Motor Vehicle Mechanics and Repaire,iGain,52,95,2181,1848
cust_92895147,acc_69627663492957,Scheduled air transport,TDT,32,5,5122,2119
cust_86520342,acc_70466876975266,TECHNICIAN,Al-AWFAR,35,149,3761,3224
cust_55326963,acc_96452826625596,Cartographers and Surveyors,iGain,77,157,12973,11332
cust_76005275,acc_43382108938750,Administrative Associate Profession,WAFIYAH,16,233,2391,2199
cust_56824760,acc_48257359076271,Service and Sales Workers,GIA AWFAR,17,174,530,475
cust_34188803,acc_83091066506835,HEALTH AND SOCIAL WORK,iGain,45,12,50430,23996
cust_81988336,acc_55518608326846,EDITOR/WRITER,IHSAN,79,138,1905,1673
cust_32132967,acc_76291578380415,"Plant and Machine Operators, and Assemblers",STDT,69,180,23208,19689
